id;sku;title;category;pegi;price;ean;image;stock;brand;language_in_game;language_on_cover;language_subtitles;usk_on_disc;Band Material;Band Size;Band Width (mm);Bed Legs Material;Capacity (GB);Case Diameter (mm);Character;Club;Color;Content (cl);Content (g);Content (ml);Cup Size;Diameter (cm);Edition;Fit;Format;Gift Card Value;Grip;Grip Size;Height;Height (cm);Lenght (cm);Length;Length (cm);Length (m);Length Size (inches);Mattress Firmness;Mattress Toppers;Mattress Type;Number of Drinks;Primary Color;Region;Ringsize Circumference (mm);Season;Shoe Size (EU);Size;Size (cm);Size (EU);Suit Size;Theme;Value;Volume (L);Volume (ml);Waist Size (inches);Wheel Size (inches);Width;Width (cm);description
23476V;1142526;Two Point Hospital;Video Games and Consoles - PlayStation 4 - Games;3+;17.04;5055277035656;https://scale.coolshop-cdn.com/product-media.coolshop-cdn.com/23476V/715ff75104a3404785e6574e60621d74.jpg/f/two-point-hospital.jpg;12;;English,German;English;English,French,German,Italian,Spanish,Polish,Russian;0+;;;;;;;;;;;;;;;Standard;;;;;;;;;;;;;;;;;;English;;;;;;;;;;;;;;;;<p><strong>Design and build your own hospital!</strong></p><p>Build up a hospital from nothing to a masterpiece as you design the most beautiful â or functional â healthcare operation in the whole of Two Point County.</p><p>Optimise your hospital design to increase patient (and cash) flow, arranging corridors, rooms and waiting areas to your exact specifications. Expand your hospital to multiple buildings as you look to get as many patients through the door as possible.</p><p>Place decorative and functional items around your hospital to improve its prestige, lower patient boredom, increase happiness and keep those end of year awards flowing in.</p><p><strong>Cure unusual illnesses</strong></p><p>Donât expect Two Point County to be populated with your usual types of patients. In this world, youâll experience all kinds of unusual illnesses from Light-headedness to Cubism â each requiring their very own special type of treatment machine.</p><p>Diagnose illnesses, build the right rooms to handle them, hire the right staff, and then get ready, because curing just one of these illnesses is just the beginning. You can handle a single patient â but can you handle a Pandemic?</p><p>Once youâve conquered an illness, research improved cures and machines and turn your hospital into an unstoppable healthcare juggernaut.</p><p><strong>Improve and expand your hospital horizons!</strong></p><p>Your first hospital is where it begins, but what next?&nbspOnce youâve cured the residents of a small harbour village, can you take on a bigger challenge in a busier hospital?</p><p>Improve your facilities, upgrade machines, staff and layouts to make more money, more quickly.</p><p>Train and improve your staff, levelling them up with new skills and abilities to make your hospital even more efficient.</p><p>Make use of the extensive statistic and information screens to analyse your strengths and weaknesses, and make rapid alterations. Adjust the price of your treatments, keep an eye on your turnover, take out loans and optimise your earnings.</p><p>Youâll be managing staff with unique personality types and traits, so youâll need to keep an eye on whoâs being efficient â and who is just a pain in the neck. Balance your workforce with your ambitions as you strive to make profit (and hopefully save some people along the way).</p>
AK4EZ6;1014265;Mario Kart 8 Deluxe;Video Games and Consoles - Nintendo Switch - Games;3+;37.55;0045496420277;https://scale.coolshop-cdn.com/product-media.coolshop-cdn.com/AK4EZ6/5404a956e3b74defabdddd7813a793c9.jpg/f/mario-kart-8-deluxe.jpg;104;;English;English;English,French,German,Italian,Portuguese,Russian,Dutch,Spanish;0+;;;;;;;;;;;;;;;Standard;;;;;;;;;;;;;;;;;;English;;;;;;;;;;;;;;;;<p>Race and battle your friends in the definitive version of Mario Kart 8.</p><p>Hit the road with the definitive version of Mario Kart 8 and play anytime, anywhere! Race your friends or battle them in a revised battle mode on new and returning battle courses. Play locally in up to 4-player multiplayer in 1080p while playing in TV Mode. Every track from the Wii U version, including DLC, makes a glorious return. Plus, the Inklings appear as all-new guest characters, along with returning favorites, such as King Boo, Dry Bones, and Bowser Jr.!</p><p><strong>Features:</strong></p><ul><li>Race your friends in the definitive version of Mario Kart 8, only on Nintendo Switch!</li><li>Race as every character on every track from the Wii U version, including DLC characters and tracks.</li><li>Pop some balloons in the revamped Battle mode, complete with Balloon Battle and Bob-omb Blast.</li><li>Battle on new courses, like Urchin Underpass and Battle Stadium, or returning ones, such as GCN Luigi's Mansion and SNES Battle Course 1.</li><li>Inkling Girl &amp Inkling Boy from Splatoon, King Boo, Dry Bones, and Bowser Jr. join the roster!</li><li>Players can choose a new Smart Steering feature which makes driving and staying on the track easy for novice players and kids even at 200cc</li><li>Three new vehicles have been added, two are even inspired by Splatoon</li><li>Carry two items at the same time</li><li>Returning items include Boo, the item stealing ghost, and the Feather, which gives you a high jump in battle mode.</li><li>Play your friends in local wireless multiplayer with up to 8 players.</li><li>Drive through in 1080p HD quality in TV mode</li><li>Play on the go with handheld mode and play anytime, anywhere</li></ul>
BP64W5;77394;Pokemon X;Video Games and Consoles - Nintendo 3DS - Games;3+;28.14;0045496524210;https://scale.coolshop-cdn.com/product-media.coolshop-cdn.com/BP64W5/27e3d7fe0c33468798554a4dc016b1a4.jpg/f/pokemon-x.jpg;658;;English;English;English,French,German,Italian,Spanish;0+;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;<p>	Welcome to the world of PokÃ©mon! The PokÃ©mon games are a series of role-playing games where you assume the role of a hero and set off on an exciting adventure with mysterious creatures called PokÃ©mon! Beyond the exciting story, the series contains many social features, such as trading and battling with friends!	<br>	<br>The game requires a SD card to be played.	<br></p>
AG3R5T;1033344;Fallout 4 (Game of the year);Video Games and Consoles - PlayStation 4 - Games;18+;15.01;5055856418658;https://scale.coolshop-cdn.com/product-media.coolshop-cdn.com/AG3R5T/ed1e4fa988174fd48af102a58a3f3371.jpg/f/fallout-4-game-of-year.jpg;515;;;English;English,French,German,Italian,Spanish;18+;;;;;;;;;;;;;;;Game of the Year;;;;;;;;;;;;;;;;;;English;;;;;;;;;;;;;;;;<p>Bethesda Game Studios, the award-winning creator of <b><i data-redactor-tag=i>Fallout 3</i></b> and <b><i data-redactor-tag=i>The Elder Scrolls V: Skyrim</i></b>, welcome you to the world of <b><i data-redactor-tag=i>Fallout 4</i></b> â their most ambitious game ever, and the next generation of open-world gaming.</p><p>As the sole survivor of Vault 111, you enter a world destroyed by nuclear war. Every second is a fight for survival, and every choice is yours. Only you can rebuild and determine the fate of the Wasteland. Welcome home.</p><p><b>Key Features:</b></p><p><b>Freedom and Liberty!</b></p><p><strong>Do whatever you want in a massive open world with hundreds of locations, characters, and quests. Join multiple factions vying for power or go it alone, the choices are all yours.<b data-redactor-tag=b></b></strong></p><p><b>You're S.P.E.C.I.A.L!</b></p><p>Be whoever you want with the S.P.E.C.I.A.L. character system. From a Power Armored soldier to the charismatic smooth talker, you can choose from hundreds of Perks and develop your own playstyle.</p><p><b>Super Deluxe Pixels!</b></p><p>An all-new next generation graphics and lighting engine brings to life the world of <b><i data-redactor-tag=i>Fallout</i></b> like never before. From the blasted forests of the Commonwealth to the ruins of Boston, every location is packed with dynamic detail.</p><p><b>Violence and V.A.T.S.!</b></p><p>Intense first or third person combat can also be slowed down with the new dynamic Vault-Tec Assisted Targeting System (V.A.T.S) that lets you choose your attacks and enjoy cinematic carnage.</p><p><b>Collect and Build!</b></p><p>Collect, upgrade, and build thousands of items in the most advanced crafting system ever. Weapons, armor, chemicals, and food are just the beginning - you can even build and manage entire settlements.</p>
A5E3C6;70084;Legend of Zelda: Twilight Princess (Select);Video Games and Consoles - Wii - Games;12+;21.94;0045496400453;https://scale.coolshop-cdn.com/product-media.coolshop-cdn.com/A5E3C6/59e712f2e2314c80a9ecd5b5b426a27d.jpg/f/legend-of-zelda-twilight-princess-select.jpg;505;;English;English;English,French,German,Spanish,Italian;12+;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;<p>	Link, a young man raised as a wrangler in a small, rural village, is ordered by the mayor to attend the Hyrule Summit. He sets off, oblivious to the dark fate that has descended upon the kingdom. 	<br>	When he enters the Twilight Realm that has covered Hyrule, he transforms into a wolf and is captured. A mysterious figure named Midna helps him break free. With the aid of her magic, they set off to free the land from the shadows.	<br>	Characters: Link, Zelda, Midna and many other characters, both new and old. How to progress through the game: Link must explore the vast land of Hyrule and uncover the mystery behind its plunge into darkness. 	<br>	As he does, he'll have to enlist the aid of friendly folk, solve puzzles and battle his way through dangerous dungeons. In the Twilight Realm, he'll have to use his wolf abilities and Midna's magic to bring light to the land.	<br>	The Wii Remote and the Nunchuk controller are used for a variety of game activities, including fishing and special sword attacks.</p><p>	<br>	<br></p>
2347JK;1142781;DOOM Slayers Collection;Video Games and Consoles - Xbox One - Games;18+;19.06;5055856427322;https://scale.coolshop-cdn.com/product-media.coolshop-cdn.com/2347JK/9e8f8914e9774b5bb25d6f7f06554ab8.jpg/f/doom-slayers-collection.jpg;113;;English;English,French,Spanish;English,German,Spanish,French,Italian,Polish,Russian;18+;;;;;;;;;;;;;;;Standard;;;;;;;;;;;;;;;;;;English;;;;;;;;;;;;;;;;<p><strong>Please be aware that DOOM, DOOM II and DOOM 3 are digital copies included in the box, which are activated via a voucher download&nbspcode.</strong><br></p><p>The DOOM Slayers Collection takes players through more than two decades of demon slaying â from the classic games that popularized the first-person shooter to the fan favorite franchise reboot, wield an arsenal of powerful weapons as you battle demon hordes on Mars, on Earth, and across Hell in four critically acclaimed games: DOOM, DOOM II, DOOM 3, and DOOM (2016).</p>
2347JH;1142780;DOOM Slayers Collection;Video Games and Consoles - PlayStation 4 - Games;18+;17.91;5055856427315;https://scale.coolshop-cdn.com/product-media.coolshop-cdn.com/2347JH/fd2138ca9abc4dc3812c9c4b99ab83e1.jpg/f/doom-slayers-collection.jpg;228;;English;English,French,German;English,French,German,Italian,Spanish,Polish,Russian;18+;;;;;;;;;;;;;;;Standard;;;;;;;;;;;;;;;;;;English;;;;;;;;;;;;;;;;<p><strong>Please be aware that DOOM, DOOM II and DOOM 3 are digital copies included in the box, which are activated via a voucher download&nbspcode.</strong><br></p><p>The DOOM Slayers Collection takes players through more than two decades of demon slaying â from the classic games that popularized the first-person shooter to the fan favorite franchise reboot, wield an arsenal of powerful weapons as you battle demon hordes on Mars, on Earth, and across Hell in four critically acclaimed games: DOOM, DOOM II, DOOM 3, and DOOM (2016).</p>
AG3DV8;1113600;Polaroid Originals - Onestep+ Instant Camera;Electronics - Video and Photo - Polaroid Cameras;;116.72;9120066088673;https://scale.coolshop-cdn.com/product-media.coolshop-cdn.com/AG3DV8/89a8975b0c84484b8f795bc8708bd0d8.jpg/f/polaroid-originals-onestep-instant-camera.jpg;81;Polaroid;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;<p>The Polaroid OneStep+ is a new analog instant camera that connects to your smartphone, unlocking a world of creative photography.</p><p>Use the integrated Polaroid Originals app to explore fun techniques like double exposures and light painting, take full creative control with manual mode and a remote trigger, or frame your perfect close-up with the additional portrait lens.</p><p>Download the Polaroid Originals smartphone app from the Apple App Store or the Google Play Store.</p><p></p><div class=video-container><iframe width=500 height=281 src=//www.youtube.com/embed/uwRDFE6-PEs frameborder=0 allowfullscreen=></iframe></div><p></p><ul><li>Dimensions: 150x111x97mm</li><li>Weight 493g (without filmpack)</li><li>Powerful flash</li><li>Standard & portrait lens</li><li>Bluetooth conected App with many different modes: self- timer,lightpainting, full manual mode, double exposure, remote, noise- trigger, scanner.</li><li>Battery: Lithium-ion battery 1100mAh, 3.7V with 60-day batterylife</li><li>Lenses: Optical grade acrylic lenses, AR coated</li><li>App: Available for iOS and Android</li><li>Film: Polaroid Originals I-type and 600 film (Not included)</li></ul>
AG5K7F;1014338;Nintendo Switch Joy-Con Controller Pair - Neon Red (L) & Neon Blue (R);Video Games and Consoles - Nintendo Switch - Accessories - Controllers;;58.07;0045496430566;https://scale.coolshop-cdn.com/product-media.coolshop-cdn.com/AG5K7F/a8785602d50242cf8d78d993dcaf5dcb.jpg/f/nintendo-switch-joy-con-controller-pair-neon-red-l-neon-blue-r.jpg;2749;;;English;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;<p>	Pick up an extra set of Joy-Con controllers to open new kinds of gaming possibilities.	<br>	<br>	The versatile Joy-Con offer multiple surprising new ways for players to have fun. Two Joy-Con can be used independently in each hand, or together as one game controller when attached to the Joy-Con grip. They can also attach to the main console for use in handheld mode, or be shared with friends to enjoy two-player action in supported games. Each Joy-Con has a full set of buttons and can act as a standalone controller, and each includes an accelerometer and gyroscope motion sensor, making independent left and right motion control possible. </p>
AD5324;1080792;Secret of Mana;Video Games and Consoles - PlayStation 4 - Games;7+;11.54;5021290080430;https://scale.coolshop-cdn.com/product-media.coolshop-cdn.com/AD5324/63011f7c786741ffbb1d95d504e29672.jpg/f/secret-of-mana.jpg;300;;English;English;English,French,German,Spanish;6+;;;;;;;;;;;;;;;Standard;;;;;;;;;;;;;;;;;;English;;;;;;;;;;;;;;;;<p>Originally released in 1993 and widely regarded as one of the greatest RPGs of all time, Secret of Mana invites players on an action-packed adventure taking on the role Randi, along with his two companions, Primm and Popoi, as they battle a treacherous empire to reclaim the magical power of Mana and bring the world back to order.</p>  <p><b>STORY</b></p>  <p>Embark on an action-packed, worldwide adventure in the 3D remastered version of Secret of Mana. Take on the role of Randi, a young boy tasked with reviving the magical power of Mana. In order to defeat the forces of evil, Randi, Primm and Popoi must befriend the eight elementals who hold the power that comprises Mana. The legacy of Mana returns as the brave warriors set forth to bring balance back to the world.</p>  <p><b>KEY FEATURES</b></p>  <ul><li><b>Audio Updates</b> â including a newly arranged musical score and voiced characters </li> <li><b>3D Graphics</b> - revamped visuals for the entire game a vivid, Mana-filled world rebuilt in 3D for the first time</li> <li><b>Upgraded Gameplay</b> â the original system has been reworked in an effort to realise a modern action-RPG with improved gameplay</li> <li><b>Dialog Scenes Added</b> â several core scenes from the original story now newly visualised in-game</li> <li><b>Interlude Episodes</b> â brand-new conversations showing the amusing interactions between Randi and his comrades as they travel between adventures</li> <li><b>Multiplayer </b>â Play with up-to three players in local co-op mode take control with the all-new multiplayer format that includes an individual Ring Command where are player can pause separately and control different characters.</li></ul>  <p><b>PRE-ORDER OFFERING </b></p>  <p>Three special DLC costumes </p> <ul><li>Moogle Suit DLC - Equippable armor that can be used in game. This special piece of equipment also changes the appearance of Randi, Primm and Popoi.</li></ul>  <ul><li>Tiger Two-Piece DLC -Equippable armor that can be used in game. This special piece of equipment also changes the appearance of Primm.</li></ul>  Tiger Suit DLC - Equippable armor that can be used in game. This special piece of equipment also changes the appearance of Randi and Popoi.
2375SR;1166733;Nintendo Switch Console Mario Red & Blue Joy-Con Edition;Video Games and Consoles - Nintendo Switch - Consoles;;313.18;0045496453206;https://scale.coolshop-cdn.com/product-media.coolshop-cdn.com/2375SR/ddafbd2877c34c078c381d11b12fc196.jpg/f/nintendo-switch-console-mario-red-blue-joy-con-edition.jpg;1;Nintendo;English;English;English;;;;;;;;;;;;;;;;Limited Edition;;;;;;;;;;;;;;;;;;English;;;;;;;;;;;;;;;;<p>It's time to Switch!</p><p>You can play with Nintendo switch having it connected to your television, but it is also a system you can bring with you wherever you go! The Switch is a brand new style entertainment system.</p><p>In October 2016 we got introduced to the Nintendo Switch console, together with Nintendo Switch Dock, Joy-Con Grip, and two Joy-Con controllers, as well as the Nintendo Switch Pro Controller.</p><p><b>Nintendo DNA&nbsp</b>The original Nintendo Entertainment System brought two controllers with it, Game Boy made it possible to play on the go, Super NES added X and Y, and L and R button to enhance the fun. Nintendo 64 offered the World's first analogue control stick, and introduced a rumbling controller with the rumble pack. The Gamecube had a handle allowing it to be carried around. Nintendo DS added a touch screen, the Wii remote allowed for motion control, and the Wii U Game pad enabled us to play games off the TV.</p><p>Now, Nintendo Switch has inherited all of these magnificent features, which have been implemented with all the experience Nintendo has making gaming devices, each one giving us constant improvements.</p><p><b>No more region locking!&nbsp</b>Nintendo announced that the new console will not be region locked. Now you can enjoy games from all over the World without having to worry about compatibility.</p><p><b>A complete video game system for the home&nbsp</b>Connect it to the TV to play games. If you want to play away from the TV, simply remove the Switch from the Dock and you can use the Switch as a screen. Attach the left and right Joy-Con controllers and you can continue playing anywhere.</p><p><b>Now you have the freedom to change your play style!</b></p><ul><li>3 play styles</li><li>Touch screen</li><li>Wifi connectability</li><li>Supports USB Type-C</li><li>Battery time ranges from game to game between 4,5 - 9 h.</li><li>Up to 8 Nintendo Switch systems can be connected for local multiplayer gaming</li><li>32GB internal storage, with the option to expand storage with a SD card (SD card sold separately).</li></ul><p>See the whole event:&nbsp<a href=https://www.youtube.com/watch?v=uuC4YLLkqME#t=32m49s>https://www.youtube.com/watch?v=uuC4YLLkqME#t=32m49s</a></p><p><b>Online Service</b></p><p>You can play online multiplayer games, and you can also use your smart device application to connect to Nintendo Switch on compatible games. The online features can be tried for free after the launch. After the trial, in fall of 2017 the service will become a monthly paid service.</p><p><b>Model number: HAC-001(-01) - with better battery</b></p><p>Approximately 4.5 - 9 hours&nbsp</p><p>*The battery life will depend on the games you play. For instance, the battery will last approximately 5.5 hours for The Legend of Zelda: Breath of the Wild.</p>
235X64;1157121;Just Dance 2021;Video Games and Consoles - PlayStation 5 - Games;3+;30.62;3307216177210;https://scale.coolshop-cdn.com/product-media.coolshop-cdn.com/235X64/0c4755b9987d4fdf8066ecd5093587b1.jpg/f/just-dance-2021.jpg;40;;English;English;Danish,German,English,Spanish,French,Italian,Dutch,Norwegian,Russian,Finnish,Swedish;0+;;;;;;;;;;;;;;;Standard;;;;;;;;;;;;;;;;;;English;;;;;;;;;;;;;;;;<p><em></em>Just DanceÂ® 2021 is the ultimate dance game, with 40 hot new tracks from chart-topping hits like Rain On Me by Lady Gaga & Ariana Grande, Adore You by Harry Styles, and Ice Cream by BLACKPINK x Selena Gomez and more! Start a dance party your friends and family can enjoy!</p><p><strong>Key Feature</strong><strong>s:</strong></p><ul><li>One month FREE of Just Dance Unlimited included. This subscription streaming service lets you dance to over 600 songs!</li><li>Play with friends and share the fun with co-op mode. Work together to get the highest score!</li><li>Dance the way you like by creating your own personalized custom playlists.</li><li>Enjoy eight new kid-friendly songs and choreographies for a family-fun experience.</li><li>Use your smartphone to track moves with the Just Dance Controller app â no additional accessories required! Up to six players can join!</li></ul>
235DP4;1153473;Remothered: Broken Porcelain;Video Games and Consoles - PlayStation 4 - Games;18+;12.13;5016488134187;https://scale.coolshop-cdn.com/product-media.coolshop-cdn.com/235DP4/f464a537cd524f03a5db3f33c67d44c3.jpg/f/remothered-broken-porcelain.jpg;115;;English;English;English,Spanish,French,Italian,German;16+;;;;;;;;;;;;;;;Standard;;;;;;;;;;;;;;;;;;English;;;;;;;;;;;;;;;;<p>The award-winning survival horror series <em>Remothered</em> returns in the highly anticipated <em><u>Remothered: Broken Porcelain</u></em>. Serving as a contiunuation of Remothered: <em>Tormented Fathers, </em>relive events from the charactersâ painful past during intense flashbacks and endure new unspeakable horrors in the present day that await them in the Ashmann Inn â a mysterious and decaying tomb for its many secrets as well as dangers.</p><p>The truths buried in the Ashmann Inn will not be discovered easily - its many mysteries are intertwined and guarded by the looming threat of the stalkers, powerful hunters trapped in time and the confines of its walls. Survival will take more than just quick reactions as a strategic and resourceful approach to encounters will mean the difference between life or death. Be smart - knowing the best time to sneak, flee or fight imminent dangers can quickly make these hunters become the hunted.  </p><p><em>Broken Porcelain</em> brings an abundance of welcome changes to the series, introducing new gameplay and storytelling elements that breathe new life into the characters and create an unprecedented level of immersion in this haunting adventure â perfect for both new and returning fans to the series.  </p><h4>Key Features</h4><ul><li><strong>Thrilling Psychological Plot. <br></strong>The award-winning cult classic <em>Remothered </em>returns in<em> Broken Porcelain, </em>the perfect entry point for new fans discovering the franchise as well as series veterans craving additional lore surrounding the events and characters of <em>Tormented Fathers.</em>  </li><li><strong>Realistic Survival Horror. <br></strong>The Ashmann Inn is as rich in resources as it is dangers. Cautiously scour the environment for items to aid your exploration of unsettling locations that hide grave secrets of a terrifying past.  </li><li><strong>Intense Stealth Gameplay.</strong> <br>Roam among the shadows of Ashmann Inn and use everything at your disposal to distract enemies for a resourceful escape.   </li><li><strong>Investigate and Escape.</strong> <br>Challenging puzzles, expanded lore, and a haunting soundtrack by composer Luca Balboni (<em>Remothered: Tormented Fathers</em>, <em>Mine</em>, <em>Watch Them Fall</em>) transforms the dark and gloomy atmosphere into a terrifying experience that will haunt players well after the game is over.  </li><li><strong>Captivating Characters. <br></strong>The roster of charismatic characters grows as fan favorites return to meet all the new additions to the cast inspired by the protagonists of horror classics.  </li><li><strong>Real-Time Cinematics</strong>. <br>In a series first, fully animated real-time cinematics drive the narrative forward like never before.<span></span></li></ul>
235DP7;1153475;Remothered: Broken Porcelain;Video Games and Consoles - Nintendo Switch - Games;18+;15.01;5016488134200;https://scale.coolshop-cdn.com/product-media.coolshop-cdn.com/235DP7/7b5705a1efe94dc69cf8d0c82f9a57a7.png/f/remothered-broken-porcelain.png;55;;English;English;English,Spanish,French,Italian,German;;;;;;;;;;;;;;;;Standard;;;;;;;;;;;;;;;;;;English;;;;;;;;;;;;;;;;<p>The award-winning survival horror series <em>Remothered</em> returns in the highly anticipated <em><u>Remothered: Broken Porcelain</u></em>. Serving as a contiunuation of Remothered: <em>Tormented Fathers, </em>relive events from the charactersâ painful past during intense flashbacks and endure new unspeakable horrors in the present day that await them in the Ashmann Inn â a mysterious and decaying tomb for its many secrets as well as dangers.</p><p>The truths buried in the Ashmann Inn will not be discovered easily - its many mysteries are intertwined and guarded by the looming threat of the stalkers, powerful hunters trapped in time and the confines of its walls. Survival will take more than just quick reactions as a strategic and resourceful approach to encounters will mean the difference between life or death. Be smart - knowing the best time to sneak, flee or fight imminent dangers can quickly make these hunters become the hunted.  </p><p><em>Broken Porcelain</em> brings an abundance of welcome changes to the series, introducing new gameplay and storytelling elements that breathe new life into the characters and create an unprecedented level of immersion in this haunting adventure â perfect for both new and returning fans to the series.  </p><h4>Key Features</h4><ul><li><strong>Thrilling Psychological Plot. <br></strong>The award-winning cult classic <em>Remothered </em>returns in<em> Broken Porcelain, </em>the perfect entry point for new fans discovering the franchise as well as series veterans craving additional lore surrounding the events and characters of <em>Tormented Fathers.</em>  </li><li><strong>Realistic Survival Horror. <br></strong>The Ashmann Inn is as rich in resources as it is dangers. Cautiously scour the environment for items to aid your exploration of unsettling locations that hide grave secrets of a terrifying past.  </li><li><strong>Intense Stealth Gameplay.</strong> <br>Roam among the shadows of Ashmann Inn and use everything at your disposal to distract enemies for a resourceful escape.   </li><li><strong>Investigate and Escape.</strong> <br>Challenging puzzles, expanded lore, and a haunting soundtrack by composer Luca Balboni (<em>Remothered: Tormented Fathers</em>, <em>Mine</em>, <em>Watch Them Fall</em>) transforms the dark and gloomy atmosphere into a terrifying experience that will haunt players well after the game is over.  </li><li><strong>Captivating Characters. <br></strong>The roster of charismatic characters grows as fan favorites return to meet all the new additions to the cast inspired by the protagonists of horror classics.  </li><li><strong>Real-Time Cinematics</strong>. <br>In a series first, fully animated real-time cinematics drive the narrative forward like never before.<span></span></li></ul>
