Art.Nr;Titel;Warengruppe;System;Genre;Label;Nachbestellbar j/n;Bestand;Laufzeit-Gesamt;FSK;EAN;EK-Preis;Bewertung;Empf.VK;Aktions VK;Aktions EK;Darsteller 1;Regisseur;DVD-Anzahl;Beschreibung;Original BestellNr;VÖ-Datum;Lieferant;aktiv;Jpg-Pfad
426676;Vampire  Masquerade Bloodlines 2  XB-ONE First Blood Edition;XB-ONE Software;XB-ONE;Adventure;Koch Media;J;       0;;tba;4020628739522;       0,00;;    59,99;    59,99;;;;  1;Vampire: The Masquerade - Bloodlines 2 aus dem Hause <BR> Hardsuit Labs erweckt die nordamerikanische Stadt Seattle, <BR> im Stil der World of Darkness, zu digitalem (Un-)leben. <BR> Die Rückkehr des kreativen Kopfs hinter dem ursprünglichen <BR> Bloodlines, Brian Mitsoda, verspricht Fans einen würdigen <BR> Nachfolger des Kultklassikers. Bloodlines 2 umfasst als <BR> Nachfolger des ikonischen Rollenspiels Vampire: The <BR> Masquerade - Bloodlines eine Geschichte, die auf den <BR> Spieler reagiert, schnelle actiongeladene Nahkämpfe und <BR> einen hintergründigen Cast intriganter Charaktere - alle <BR> mit ganz eigenen Motiven. Spieler beschreiten auf ihrem <BR> Weg zum ultimativen Vampir einen Weg, der sie ebenso durch <BR> die Straßen und Hinterhöfe der Metropole führt, wie durch <BR> politische Wirrungen und Intrigen - immer auf dem schmalen <BR> Grad balancierend zwischen Blutdurst und Verlust der <BR> Menschlichkeit!<BR>Als Ergebnis eines Vampir-Aufstandes, beginnt die Existenz <BR> der Spieler als Schlüsselfigur in einem blutigen Krieg <BR> zwischen den herrschenden Vampir-Fraktionen Seattles. Um <BR> zu überleben müssen sie einen Clan wählen und sich in ein <BR> undurchsichtiges Netz aus Allianzen begeben. Egal an <BR> welchem Faden dieses Netzes sie ziehen, sicher ist, dass <BR> die anderen Fraktionen und die Stadt auf ihre Handlungen <BR> direkt reagieren werden! Übernatürliche Kräfte <BR> entfesselnd, müssen die Spieler bei der Jagd auf ihre <BR> Opfer dennoch immer darauf achten, die Maskerade nicht zu <BR> brechen - das absolute Gesetz der Geheimhaltung, das die <BR> Gesellschaft der Vampire vor den Augen der Menschheit <BR> verbirgt.<BR><BR>Features:<BR>- Zum ultimativen Vampir werden - Die World of Darkness <BR> fordert die Spieler auf, tief in diese faszinierende Welt <BR> einzutauchen und ihre Vampir-Fantasien in einer Stadt <BR> voller intrigierender Charaktere auszuleben. Das <BR> Kampfsystem, das auf Vampire und ihren übernatürlichen <BR> Fähigkeiten, wie unmenschliche Geschwindigkeit aufbaut, <BR> macht Spieler selbst zur ultimativen Nahkampfwaffe. Mit <BR> zunehmender Erfahrung und Fortschritt wächst diese Macht <BR> immer weiter. Doch Vorsicht ist geboten, damit man als <BR> Vampir seine Menschlichkeit bewahrt und nicht die <BR> Maskerade bricht - oder man stellt sich eben den <BR> Konsequenzen.<BR>- Der Abstieg in das dunkle Herz Seattles - Seattle steht <BR> schon seit der Gründung unter der geheimen Herrschaft der <BR> Vampire. Auf ihrer Jagd nach Beute, durch die glaubhaft <BR> dargestellte World of Darkness-Interpretation der Stadt, <BR> finden Spieler die alten Eliten, die seit Gründung der <BR> Siedlung die Geschicke der Metropole lenken. Gleichzeitig <BR> treffen sie auf eine junge Generation Vampire, getrieben <BR> vom Geld, das in der Tech-Branche der Stadt steckt und <BR> werden in einem Netz aus Intrigen gefangen, in dem jeder <BR> seine ganz eigenen Ziele verfolgt.<BR>- Brüchige Allianzen - Im Krieg um den Bluthandel gilt es <BR> sich einer, der um die Macht wetteifernden Fraktionen <BR> anzuschließen - jede verknüpft mit einzigartigen <BR> Fähigkeiten und eigener Geschichte. Schlussendlich wird <BR> die Welt jeden danach beurteilen, mit wem er sich umgibt - <BR> keine Weste kann in dieser Welt für immer sauber bleiben.<BR>- Packende Story - Die Geschichte hinter Vampire: The <BR> Masquerade -Bloodlines 2 stammt aus der Feder des <BR> kreativen Kopfes, der schon die Welt in Bloodlines zu <BR> düsterem Leben erweckt hat und l <BR>;;31.12.2021;Koch Media GmbH;1;https://bilderserver.vitrex.de/426676.jpg
426688;Puzzle Zelda - Link Adventurer 360 Teile;Spielzeug;Spielzeug;Spielzeug;Diverse;J;       0;;33;4035576011392;       6,50;;    11,95;    11,95;;;;  1;;;12.07.2019;Sonderposten;1;https://bilderserver.vitrex.de/426688.jpg
426689;Puzzle Zelda - Link Boomerang 360 Teile;Spielzeug;Spielzeug;Spielzeug;Diverse;J;       0;;33;4035576011385;       6,50;;    11,95;    11,95;;;;  1;;;12.07.2019;Sonderposten;1;https://bilderserver.vitrex.de/426689.jpg
426690;Puzzle Zelda - Link Hero's Bow 360 Teile;Spielzeug;Spielzeug;Spielzeug;Diverse;J;       0;;33;4035576011408;       6,50;;    11,95;    11,95;;;;  1;;;12.07.2019;Sonderposten;1;https://bilderserver.vitrex.de/426690.jpg
426691;Puzzle Zelda - Link Hero of Hyrule 360 Teile;Spielzeug;Spielzeug;Spielzeug;Diverse;J;       0;;33;4035576011415;       6,50;;    11,95;    11,95;;;;  1;;;12.07.2019;Sonderposten;1;https://bilderserver.vitrex.de/426691.jpg
426692;Puzzle Zelda - Link Wind's Requiem 360 Teile;Spielzeug;Spielzeug;Spielzeug;Diverse;J;       0;;33;4035576011378;       6,50;;    11,95;    11,95;;;;  1;;;12.07.2019;Sonderposten;1;https://bilderserver.vitrex.de/426692.jpg
426693;Puzzle Zelda - Link Wind Waker 360 Teile;Spielzeug;Spielzeug;Spielzeug;Diverse;J;       0;;33;4035576011361;       6,50;;    11,95;    11,95;;;;  1;;;12.07.2019;Sonderposten;1;https://bilderserver.vitrex.de/426693.jpg
426694;Monopoly Fast & Furious Brettspiel;Spielzeug;Spielzeug;Spielzeug;Diverse;J;       0;;33;4035576044864;      25,95;;    39,95;    39,95;;;;  1;;;21.09.2017;Sonderposten;1;https://bilderserver.vitrex.de/426694.jpg
426695;Monopoly Pummeleinhorn Brettspiel;Spielzeug;Spielzeug;Spielzeug;Diverse;J;       0;;33;4035576044888;      25,95;;    39,95;    39,95;;;;  1;;;31.03.2018;Sonderposten;1;https://bilderserver.vitrex.de/426695.jpg
426739;ESD Red Dead Online  25 Gold Bars Code wird als PDF Datei geliefert;PSN Code;PlayStation;Mission CD;Take2;J;       0;;tba;4251604186645;       8,10;;     9,99;     9,99;;;;  1;Unsere überaus geschätzte Kundschaft kann Goldbarren <BR> bequem und kostensparend in größeren Mengen kaufe Mit <BR> einem Paket aus 25 Goldbarren bekommst du eine stattliche<BR>Menge an harter Währung, die du in Red Dead Online <BR> ausgeben kannst. Verbessere deine Ausrüstung, die <BR> Ausstattung deines Pferdes oder kaufe Dinge, um dein Lz<BR>Wer weiß, welche Gelegenheiten das Leben im Grenzland bie <BR> Durch eine Investition in Gold stellst du sicher, dass du <BR> sie beim Schopf ergreifen kannst.<BR>;;23.07.2019;Sonderposten;1;https://bilderserver.vitrex.de/426739.jpg
426740;ESD Red Dead Online  25 Gold Bars AT Code wird als PDF Datei geliefert;PSN Code;PlayStation;Mission CD;Take2;J;       0;;ungeprüft;4251604186652;       7,90;;     9,99;     9,99;;;;  1;Unsere überaus geschätzte Kundschaft kann Goldbarren <BR> bequem und kostensparend in größeren Mengen kaufen. Mit <BR> einem Paket aus 25 Goldbarren bekommst du eine stattliche<BR>Menge an harter Währung, die du in Red Dead Online <BR> ausgeben kannst. Verbessere deine Ausrüstung, die <BR> Ausstattung deines Pferdes oder kaufe Dinge, um dein Lager <BR> zu verschönern. <BR><BR>Wer weiß, welche Gelegenheiten das Leben im Grenzland <BR> bietet. Durch eine Investition in Gold stellst du sicher, <BR> dass du sie beim Schopf ergreifen kannst.<BR>;;23.07.2019;Sonderposten;1;https://bilderserver.vitrex.de/426740.jpg
426741;ESD Red Dead Online  25 Gold Bars CH Code wird als PDF Datei geliefert;PSN Code;PlayStation;Mission CD;Take2;J;       0;;ungeprüft;4251604186669;       9,91;;    11,50;    11,50;;;;  1;Unsere überaus geschätzte Kundschaft kann Goldbarren <BR> bequem und kostensparend in größeren Mengen kaufen. Mit <BR> einem Paket aus 25 Goldbarren bekommst du eine stattliche<BR>Menge an harter Währung, die du in Red Dead Online <BR> ausgeben kannst. Verbessere deine Ausrüstung, die <BR> Ausstattung deines Pferdes oder kaufe Dinge, um dein Lager <BR> zu verschönern. <BR><BR>Wer weiß, welche Gelegenheiten das Leben im Grenzland <BR> bietet. Durch eine Investition in Gold stellst du sicher, <BR> dass du sie beim Schopf ergreifen kannst.<BR>;;23.07.2019;Sonderposten;1;https://bilderserver.vitrex.de/426741.jpg
426742;ESD Red Dead Online  55 Gold Bars Code wird als PDF Datei geliefert;PSN Code;PlayStation;Mission CD;Take2;J;       0;;tba;4251604186775;      16,02;;    19,99;    19,99;;;;  1;Das Goldrausch-P ten Jahres des kalifornischen Goldrauschs <BR> beinhaltet 55 Goldbarren. Die Ersparnisse pro Barren sind <BR> gr mit 25 Goldbarren<BR>und du bekommst eine gute Grundlage für ein Leben in <BR> Reichtum und Wohlstand in Red Dead Online. <BR><BR>Und im Gegensatz zum Erfolgsrezept der meisten Goldsucher, <BR> verspricht diese Methode garantierten Erfolg.<BR>;;23.07.2019;Sonderposten;1;https://bilderserver.vitrex.de/426742.jpg
426743;ESD Red Dead Online  55 Gold Bars AT Code wird als PDF Datei geliefert;PSN Code;PlayStation;Mission CD;Take2;J;       0;;ungeprüft;4251604186782;      15,62;;    19,99;    19,99;;;;  1;Das Goldrausch-Paket zur Feier des letzten Jahres des <BR> kalifornischen Goldrauschs beinhaltet 55 Goldbarren. Die <BR> Ersparnisse pro Barren sind größer als beim Paket mit 25 <BR> Goldbarren<BR>und du bekommst eine gute Grundlage für ein Leben in <BR> Reichtum und Wohlstand in Red Dead Online. <BR><BR>Und im Gegensatz zum Erfolgsrezept der meisten Goldsucher, <BR> verspricht diese Methode garantierten Erfolg.<BR>;;23.07.2019;Sonderposten;1;https://bilderserver.vitrex.de/426743.jpg
426744;ESD Red Dead Online  55 Gold Bars CH Code wird als PDF Datei geliefert;PSN Code;PlayStation;Mission CD;Take2;J;       0;;ungeprüft;4251604186799;      19,73;;    22,90;    22,90;;;;  1;Das Goldrausch-Paket zur Feier des letzten Jahres des <BR> kalifornischen Goldrauschs beinhaltet 55 Goldbarren. Die <BR> Ersparnisse pro Barren sind größer als beim Paket mit 25 <BR> Goldbarren<BR>und du bekommst eine gute Grundlage für ein Leben in <BR> Reichtum und Wohlstand in Red Dead Online. <BR><BR>Und im Gegensatz zum Erfolgsrezept der meisten Goldsucher, <BR> verspricht diese Methode garantierten Erfolg.<BR>;;23.07.2019;Sonderposten;1;https://bilderserver.vitrex.de/426744.jpg
426745;ESD Red Dead Online 150 Gold Bars Code wird als PDF Datei geliefert;PSN Code;PlayStation;Mission CD;Take2;J;       0;;tba;4251604186904;      39,96;;    49,99;    49,99;;;;  1;Mit dem Paket aus 150 Goldbarren steht dir ein noch <BR> größerer Goldregen ins Haus. Egal, ob du Vorräte anhäufst, <BR> Waffen, neue modische Kleidung oder einfach nur Reichtümer <BR> hortest: Mit diesem vergünstigten Gold-Angebot kannst du <BR> dir wahre Qualität leisten. <BR><BR>Schäbige Sättel und selbstgenähte Kleidung hast du nicht<BR>;;23.07.2019;Sonderposten;1;https://bilderserver.vitrex.de/426745.jpg
426746;ESD Red Dead Online 150 Gold Bars AT Code wird als PDF Datei geliefert;PSN Code;PlayStation;Mission CD;Take2;J;       0;;ungeprüft;4251604186911;      38,95;;    49,99;    49,99;;;;  1;Mit dem Paket aus 150 Goldbarren steht dir ein noch <BR> größerer Goldregen ins Haus. Egal, ob du Vorräte anhäufst, <BR> Waffen, neue modische Kleidung oder einfacichtümer <BR> hortest: Mit diesem vergünstigten Gold-Angebot kant du dir <BR> wahre Qualität leisten. <BR><BR>Schäbige Sättel und selbstgenähte Kleidung hast du nicht<BR>;;23.07.2019;Sonderposten;1;https://bilderserver.vitrex.de/426746.jpg
426747;ESD Red Dead Online 150 Gold Bars CH Code wird als PDF Datei geliefert;PSN Code;PlayStation;Mission CD;Take2;J;       0;;ungeprüft;4251604186928;      49,88;;    57,90;    57,90;;;;  1;Mit dem Pakir ein noch größerer Goldregen ins Haus. Egal, <BR> ob du anhäufst, Waffen, neue modische Kleidung oder <BR> einfichtümer hortest: Mit diesem vergünstigten <BR> Gold-Angebot du dir wahre Qualität leisten. <BR><BR>Schäbige Sättel und selbstgenähte Kleidung hast du nicht<BR>;;23.07.2019;Sonderposten;1;https://bilderserver.vitrex.de/426747.jpg
426748;ESD Red Dead Online 245 Gold Bars Code wird als PDF Datei geliefert;PSN Code;PlayStation;Mission CD;Take2;J;       0;;tba;4251604187031;      59,76;;    74,99;    74,99;;;;  1;Leute mit Verstand, die in die Weiten des Westens ziehen, <BR> kaufen in größeren Mengen, um auf jede Eventualität <BR> vorbereitet zu sein. Mit diesem Paket brren trittst du die <BR> Abenteuer, die in der Welt von Red Dead Online warten, mit <BR> vollen Truhen an. Du bezahlst peniger als beim Paket mit <BR> 150 Barren und kannst dir so all jene Waffen und<BR>Schmuckstücke leisten, die dir zustehen, und bist bestens <BR> vorbereitet auf Komfort oder Kampf  notfalls auch auf <BR> beides, wenn du möchtest.<BR>;;23.07.2019;Sonderposten;1;https://bilderserver.vitrex.de/426748.jpg
426749;ESD Red Dead Online 245 Gold Bars AT Code wird als PDF Datei geliefert;PSN Code;PlayStation;Mission CD;Take2;J;       0;;ungeprüft;4251604187048;      58,25;;    74,99;    74,99;;;;  1;Leute mit Verstand, die in die Weiten des Westens ziehen, <BR> kaufen in größeren Mengen, um auf jede Eventualität <BR> vorbereitet zu sein. Mit diesem Paket aus 245 Goldbarren <BR> trittst du die Abenteuer, die in der Welt von Red Dead <BR> Online warten, mit vollen Truhen an. Du bezahlst pro <BR> Barren weniger als beim Paket mit 150 Barren und kannst <BR> dir so all jene Waffen und<BR>Schmuckstücke leisten, die dir zustehen, und bist bestens <BR> vorbereitet auf Komfort oder Kampf  notfalls auch auf <BR> beides, wenn du möchtest.<BR>;;23.07.2019;Sonderposten;1;https://bilderserver.vitrex.de/426749.jpg
426750;ESD Red Dead Online 245 Gold Bars CH Code wird als PDF Datei geliefert;PSN Code;PlayStation;Mission CD;Take2;J;       0;;ungeprüft;4251604187055;      74,87;;    86,90;    86,90;;;;  1;Leute mit Verstand, die in die Weiten des Westens ziehen, <BR> kaufen in größeren Mengen, um auf jede Eventualität <BR> vorbereitet zu sein. Mit diesem Paket aus 245 Goldbarren <BR> trittst du die Abenteuer, die in der Welt von Red Dead <BR> Online warten, mit vollen Truhen an. Du bezahlst pro <BR> Barren weniger als beim Paket mit 150 Barren und kannst <BR> dir so all jene Waffen und<BR>Schmuckstücke leisten, die dir zustehen, und bist bestens <BR> vorbereitet auf Komfort oder Kampf  notfalls auch auf <BR> beides, wenn du möchtest.<BR>;;23.07.2019;Sonderposten;1;https://bilderserver.vitrex.de/426750.jpg
426752;ESD Red Dead Online 350 Gold Bars Code wird als PDF Datei geliefert;PSN Code;PlayStation;Mission CD;Take2;J;       0;;tba;4251604187161;      79,25;;    99,99;    99,99;;;;  1;Leute mit Verstand, die in die Weiten des Westens ziehen, <BR> kaufen in größeren Mengen, um auf jede Eventualität <BR> vorbereitet zu sein. Mit diesem Paket aus 245 Goldbarren <BR> trittst du die Abenteuer, die in der Welt von Red Dead <BR> Online warten, mit vollen Truhen an. Du bezahlst pro <BR> Barren weniger als beim Paket mit 150 Barren und kannst <BR> dir so all jene Waffen und<BR>Schmuckstücke leisten, die dir zustehen, und bist bestens <BR> vorbereitet auf Komfort oder Kampf  notfalls auch auf <BR> beides, wenn du möchtest.<BR>;;23.07.2019;Sonderposten;1;https://bilderserver.vitrex.de/426752.jpg
426753;ESD Red Dead Online 350 Gold Bars AT Code wird als PDF Datei geliefert;PSN Code;PlayStation;Mission CD;Take2;J;       0;;ungeprüft;4251604187178;      77,25;;    99,99;    99,99;;;;  1;Leute mit Verstand, die in die Weiten des Westens ziehen, <BR> kaufen in größeren Mengen, um auf jede Eventualität <BR> vorbereitet zu sein. Mit diesem Paket aus 245 Goldbarren <BR> trittst du die Abenteuer, die in der Welt von Red Dead <BR> Online warten, mit vollen Truhen an. Du bezahlst pro <BR> Barren weniger als beim Paket mit 150 Barren und kannst <BR> dir  Waffen und<BR>Schmuckstücke leisten, die dir zustehen, und bist bestens <BR> vorbereitet auf Komfort oder Kampf  notfalls auch auf <BR> beides, wenn du möchtest.<BR>;;23.07.2019;Sonderposten;1;https://bilderserver.vitrex.de/426753.jpg
426754;ESD Red Dead Online 350 Gold Bars CH Code wird als PDF Datei geliefert;PSN Code;PlayStation;Mission CD;Take2;J;       0;;ungeprüft;4251604187185;      98,98;;   114,90;   114,90;;;;  1;;;23.07.2019;Sonderposten;1;https://bilderserver.vitrex.de/426754.jpg
426831;Laytons Mystery Journey  Switch  Deluxe Katrielle u.d.Verschwörung d.Millionäre;Switch Software;Nintendo Switch;ActionAdventure;Nintendo;J;       6;;6;0045496425500;      26,82;TOP1;    39,99;    39,99;;;;  1;Mit dem Erscheinen von LAYTON'S MYSTERY JOURNEY: Katrielle <BR> und die Verschwörung der Millionäre - Deluxe feiert die <BR> beliebte Detektivspiel-Serie ihr Debüt auf der tragbaren <BR> TV-Konsole Nintendo Switch. In der Neuauflage des <BR> Abenteuers der Nintendo 3DS- & 2DS-Familie können <BR> DetektivInnen erstmals am Fernsehbildschirm in HD-Grafik <BR> ermitteln und über 40 neue Rätsel knacken.<BR><BR>Diesmal ist der berühmte Professor Hershel Layton jedoch <BR> verschwunden. Nun liegt es an seiner Tochter Katrielle, <BR> die Hauptrolle zu übernehmen. Die ebenso clevere wie <BR> temperamentvolle jungen Dame besitzt ein untrügliches <BR> Gespür für die Wahrheit  auch Täuschung und dürftige <BR> Fakten bringen sie nicht von ihrem Weg ab. Auf der Suche <BR> nach ihrem Vater trifft sie auf charmante neue Charaktere, <BR> darunter den Studenten Oliver Marchence, der sie als <BR> Assistent tatkräftig unterstützt. Ebenfalls an der Seite <BR> der jungen Detektivin steht der sprechende Hund Sherl, <BR> Katrielles erster Klient, der  schließlich ihr <BR> gleichermaßen treuer wie redseliger Begleiter wird.<BR><BR>LAYTON'S MYSTERY JOURNEY: Katrielle und die Verschwörung <BR> der Millionäre - Deluxe ist das erste Spiel der <BR> LAYTON-Serie, das Fans am Fernsehbildschirm erleben <BR> können. Für angehende KriminalistInnen ist das die ideale <BR> Gelegenheit, im Freundeskreis oder mit der ganzen Familie <BR> im Wohnzimmer harte Rätselnüsse zu knacken. Wer lieber auf <BR> der Straße ermittelt, kann die Konsole jederzeit aus der <BR> Nintendo Switch-Station nehmen und unterwegs in dieses <BR> Abenteuer voller Rätsel und Mysterien eintauchen.<BR><BR>Die Steuerung ist so intuitiv wie vielseitig: <BR> Nintendo-Fans können mittels Tasten, Bewegungssensoren <BR> oder  im Handheld-Modus  über den Touchscreen der Nintendo <BR> Switch-Konsole spielen. Dazu kommt eine Vielzahl neuer <BR> Inhalte und Funktionen, welche die kleinen grauen Zellen <BR> von LAYTON-Veteranen und -Neulingen auf Trab halten. <BR><BR>Hier die wichtigsten Neuerungen:<BR><BR>+ Neue Rätsel: Die Deluxe-Neuauflage umfasst mehr als 40 <BR> brandneue Detektivaufgaben. Obendrein wurden einige Fälle <BR> aus der Nintendo 3DS- und Nintendo 2DS-Version <BR> überarbeitet.<BR>+ Verbesserungen von Gestaltung und Grafik: Die <BR> Schlüsselinformation für jedes Rätsel ist nun immer auf <BR> einem Bildschirm sichtbar, und die Grafiken erstrahlen in <BR> HD-Auflösung.<BR>+ Freigeschaltete Downloads: Inhalte, die sich bisher nur <BR> kostenpflichtig herunterladen ließen, sind von Anfang an <BR> verfügbar, beispielsweise diverse Outfits für die <BR> Protagonistin.<BR>+ Neues zum Anziehen: Im Verlauf des Abenteuers können <BR> SpielerInnen mehr als 50 neue Outfits freischalten.<BR>;;08.11.2019;Nintendo;1;https://bilderserver.vitrex.de/426831.jpg
426856;Trine 4  PC  The Nightmare Prince CiB;PC Software;PC;Adventure;Astragon;J;       0;;6;5016488132626;       8,50;A;    12,99;    12,99;;;;  1;Die drei legendären Helden in der <BR> Bestseller-Abenteuerserie TRINE sind wieder da und begeben <BR> sich auf eine Quest, um den armen jungen Prinzen Selius zu <BR> retten. Der Zauberer Amadeus, der Ritter Pontius und der <BR> Dieb Zoya begeben sich gemeinsam auf eine spannende Quest <BR> durch fantastische märchenhafte Landschaften voller <BR> Gefahren.<BR><BR>Prinz Selius leidet unter unheimlich düsteren Träumen. <BR> Aufgrund seiner magischen Talente können monströse <BR> Alpträume Wirklichkeit werden und Chaos auslösen. Amadeus, <BR> Pontius und Zoya müssen den geplagten Prinzen finden und <BR> aus seiner verzweifelten Lage retten, bevor die Welt von <BR> den Schatten vom Nightmare Prince verschlungen wird.<BR><BR>Features: <BR><BR>+ Herrliche 2.5D Landschaften. Erkunde einzigartige Levels <BR> in herrlichen Dimensionen in 2.5, von atemberaubenden <BR> Ruinen und gruseligen Gräbern bis hin zu friedlichen <BR> Birkenhainen und Blaubeer-Wäldern.<BR><BR>+ Lokal- und Online-Mehrspieler. Spiele online oder in <BR> einer lokalen Koop mit bis zu 4 Spielern.<BR><BR>+ Spannende Geschichte. Erlebe der Geschichte des <BR> heimgesuchten Prinzen und begib dich in magische, <BR> märchenhafte Landschaften, in denen du auf freundliche <BR> Wesen und alptraumhafte Gegner triffst.<BR><BR>+ Dynamische Rätsel. Löse im Alleingang oder mit deinen <BR> Freunden Rätsel mit Feuer, Luft, Licht, Magneten, <BR> Elektrizität und mehr. Die Herausforderungen sind auf die <BR> Anzahl der Spieler abgestimmt.<BR><BR>+ Vielfältige Fähigkeiten. Schalte Fähigkeiten und <BR> fantastische neue Fähigkeiten wie den Traumschild, das <BR> Märchenseil und die eiserne Kugel frei.<BR><BR>+ Vollkommen neuüberarbeitetes Kampfsystem. Erlebe die <BR> haarsträubenden Alpträume in Bosskämpfen mit verbessertem <BR> Kampfsystem, erfrischenden Herausforderungen und <BR> spannender Action!<BR><BR>+ Bezaubernder Soundtrack. Genieße einen wunderbaren <BR> Soundtrack, dessen Songs jede neue Umgebung zum Leben <BR> erwecken.<BR><BR><BR>;;08.10.2019;Sonderposten;1;https://bilderserver.vitrex.de/426856.jpg
426857;Trine 4  PS-4  Ultimate Collection;PS4 Software;PS4;Adventure;Astragon;J;       0;;12;5016488132527;      17,50;;    24,99;    24,99;;;;  1;TRINE ULTIMATE COLLECTION: Diese Sammlung beinhaltet alle <BR> vier Spiele der äußerst erfolgreichen Trine-Reihe: Trine <BR> Enchanted Edition, Trine 2: Complete Story, Trine 3: The <BR> Artifacts of Power und Trine 4: The Nightmare Prince. <BR> Sammler erhalten außerdem eine Reihe von Zusatzinhalten, <BR> wie ein doppelseitiges Cover, eine gedruckte Karte der <BR> Welt von Trine 4 und Downloadcodes für den <BR> Originalsoundtrack der Trine-Reihe und das digitale <BR> Artbook von Trine 4.<BR><BR>Trine 4:<BR><BR>Die drei legendären Helden in der <BR> Bestseller-Abenteuerserie TRINE sind wieder da und begeben <BR> sich auf eine Quest, um den armen jungen Prinzen Selius zu <BR> retten. Der Zauberer Amadeus, der Ritter Pontius und der <BR> Dieb Zoya begeben sich gemeinsam auf eine spannende Quest <BR> durch fantastische märchenhafte Landschaften voller <BR> Gefahren.<BR><BR>Prinz Selius leidet unter unheimlich düsteren Träumen. <BR> Aufgrund seiner magischen Talente können monströse <BR> Alpträume Wirklichkeit werden und Chaos auslösen. Amadeus, <BR> Pontius und Zoya müssen den geplagten Prinzen finden und <BR> aus seiner verzweifelten Lage retten, bevor die Welt von <BR> den Schatten vom Nightmare Prince verschlungen wird.<BR><BR>Features: <BR><BR>+ Herrliche 2.5D Landschaften. Erkunde einzigartige Levels <BR> in herrlichen Dimensionen in 2.5, von atemberaubenden <BR> Ruinen und gruseligen Gräbern bis hin zu friedlichen <BR> Birkenhainen und Blaubeer-Wäldern.<BR><BR>+ Lokal- und Online-Mehrspieler. Spiele online oder in <BR> einer lokalen Koop mit bis zu 4 Spielern.<BR><BR>+ Spannende Geschichte. Erlebe der Geschichte des <BR> heimgesuchten Prinzen und begib dich in magische, <BR> märchenhafte Landschaften, in denen du auf freundliche <BR> Wesen und alptraumhafte Gegner triffst.<BR><BR>+ Dynamische Rätsel. Löse im Alleingang oder mit deinen <BR> Freunden Rätsel mit Feuer, Luft, Licht, Magneten, <BR> Elektrizität und mehr. Die Herausforderungen sind auf die <BR> Anzahl der Spieler abgestimmt.<BR><BR>+ Vielfältige Fähigkeiten. Schalte Fähigkeiten und <BR> fantastische neue Fähigkeiten wie den Traumschild, das <BR> Märchenseil und die eiserne Kugel frei.<BR><BR>+ Vollkommen neuüberarbeitetes Kampfsystem. Erlebe die <BR> haarsträubenden Alpträume in Bosskämpfen mit verbessertem <BR> Kampfsystem, erfrischenden Herausforderungen und <BR> spannender Action!<BR><BR>+ Bezaubernder Soundtrack. Genieße einen wunderbaren <BR> Soundtrack, dessen Songs jede neue Umgebung zum Leben <BR> erwecken.<BR><BR><BR>;;08.10.2019;Sonderposten;1;https://bilderserver.vitrex.de/426857.jpg
